improve_chem_id	canSMILES
Drug_1501	COc1c(O)cc(C(=O)O[C@@H]2Cc3c(O)cc(O)cc3O[C@@H]2c2cc(O)c(O)c(O)c2)cc1O
Drug_1502	COc1ccc(C(O)CNC(=O)c2ccccc2)cc1
Drug_1503	COc1ccc(-c2nc(NC(=O)CS(=O)(=O)c3ccc(F)cc3)sc2C)cc1
Drug_1504	CCS(=O)(=O)N1CCC(C(C)n2c(C)c(C(=O)NCc3c(OC)cc(C)nc3O)c3ccccc32)CC1
Drug_1505	COc1ccc(COc2cc3oc(=O)c4cc(C(C)O)ccc4c3cc2OC)cc1
Drug_1506	COc1cc(N2CCC(C(N)=O)CC2)ccc1Nc1nc(N)c(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
Drug_1507	COc1ccc(C2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1
Drug_1508	CCN1C(=O)CNc2ncc(-c3ccc(-c4ncn[nH]4)nc3C)nc21
Drug_1509	CON(C)C(=O)C(C)N(Cc1ccccc1)Cc1ccccc1
Drug_151	Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
Drug_1510	CO/C1=C\C(C)=C\[C@@H](C)[C@@H](O)[C@H](C)C/C(C)=C/C=C/[C@H](OC)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@H]2C[C@@H](O)[C@H](C)[C@@H](C(C)C)O2)OC1=O
Drug_1511	CO/C1=C\C(C)=C\C(C)C(O)C(C)C/C(C)=C/C=C/C(OC)C(C(C)C(O)C(C)C2(O)CC(O)C(C)C(C(C)C)O2)OC1=O
Drug_1512	COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n(C(C)C2CCN(CC(F)(F)F)CC2)c2ccccc12
Drug_1513	COc1cc(C)c(Sc2cnc(NC(=O)c3ccc(CNC(C)C(C)(C)C)cc3)s2)cc1C(=O)N1CCN(C(C)=O)CC1
Drug_1514	COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO
Drug_1515	CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
Drug_1516	CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1
Drug_1517	COc1cccc2c1ccc1nc3cccc(C(=O)N[C@H](C)CN(C)C)c3nc12
Drug_1518	COc1ccc(S(=O)(=O)N(C)C[C@@H]2Oc3c(NC(=O)Nc4cccc5ccccc45)cccc3C(=O)N([C@@H](C)CO)C[C@H]2C)cc1
Drug_1519	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncnc(Nc2ccccc2S(=O)(=O)C(C)C)n1
Drug_152	C[C@]1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O
Drug_1520	COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
Drug_1521	COc1ccc(N(C(=O)CCl)C(C(=O)NCCc2ccccc2)c2cccs2)cc1Cl
Drug_1522	COc1ncc(Nc2ncc([C@@H](C)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cc1F
Drug_1523	CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)CC(CC(=O)O)(C(=O)O)O1
Drug_1524	CC(Cc1ccc2c(c1)OCO2)N(C)C(=O)C1=CCN(C)CC1
Drug_1525	COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@@H](C)O[C@@H](C)C4)nc3n2)cc1CO
Drug_1526	COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cc1CO
Drug_1527	COc1c(OCC(O)CN2CCOCC2)ccc2c3n(c(=NC(=O)c4cccnc4C)nc12)CCN3
Drug_1528	COc1ccc(CC(NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)cc1
Drug_1529	CCNC(=O)Nc1ncc(-c2cc(-c3c(C)cc(OC)cc3C)nc(-c3cnccn3)n2)s1
Drug_153	CCCCCCCCCCCC1=C(O)C(O)=CC(=O)C1=O
Drug_1530	CC(C)C(NC(=O)OC(C)(C)C)C(=O)N(C)C(Cc1ccccc1)C(=O)N(C)C(C(=O)N(C)C(C(=O)O)C(C)C)C(C)C
Drug_1531	COc1cc(-c2ncn(/C=C\C(=O)OC(C)C)n2)cc(C(F)(F)F)c1
Drug_1532	COc1cc2nccc(Oc3ccc(NC(=O)c4cn(C(C)C)c(=O)n(-c5ccc(F)cc5)c4=O)cc3F)c2cc1OC
Drug_1533	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
Drug_1534	CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
Drug_1535	CCC(Sc1nnc2c3ccccc3n(CC)c2n1)C(=O)Nc1ccccc1OC
Drug_1536	COc1cccc2c1nc(C(F)F)n2-c1nc(-c2ccc(NS(=O)(=O)CCN(C)C)cc2)nc(N2CCOCC2)n1
Drug_1537	CC[C@H](CC#N)OC(=O)N[C@@H](C)c1cccc(NC(=O)Nc2ccc(-c3cnco3)c(OC)c2)c1
Drug_1538	CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2.O=C(O)C(O)C(O)C(=O)O
Drug_1539	COc1cc(OC)cc(-c2ccc3ncc4ccc(=O)n(-c5ccc(N6CCNCC6)c(C(F)(F)F)c5)c4c3c2)c1
Drug_154	CC(=O)Nc1nc(C)c(S(=O)(=O)NC(=O)N2c3ccccc3CCc3ccccc32)s1
Drug_1540	COC(=O)C(CCSC)NC(=O)c1ccc(NCC(N)CS)cc1-c1ccccc1
Drug_1541	COc1cc2c(cc1-c1c(C)noc1C)ncc1nc(O)n([C@H](C)c3ccccn3)c12
Drug_1542	COc1cc(-c2cnn(C)c2)ccc1Nc1ncc2ccnc(N[C@@H](C)C(C)(C)C)c2n1
Drug_1543	COc1ccc2c3c([nH]c2c1)C(CC(C)C)N1C(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C1C3
Drug_1544	CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C
Drug_1545	COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1
Drug_1546	COc1ccc([C@H](CC(=O)O)N2CCN(CCCc3ccc4c(n3)NCCC4)C2=O)cn1
Drug_1547	COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CCC(=O)N2C(C)C
Drug_1548	COc1cc2c(NC3CCN(C(C)C)CC3)nc(N3CCC(F)(F)CC3)nc2cc1OCCCN1CCCC1
Drug_1549	CCC(C)C(NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(N)CCCN=C(N)N)C(C)CC)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O
Drug_155	CN(C)C(=O)c1ccc(S(=O)(=O)c2ccc(NC(=O)C(C)(O)C(F)(F)F)c(Cl)c2)cc1
Drug_1550	CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CCNC(C)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@]1(C)CCC/C=C\CCC[C@](C)(C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC1=O
Drug_1551	COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
Drug_1552	CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1
Drug_1553	COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2
Drug_1554	CCOC(=O)[C@H](CCCNC(=O)OC(C)(C)C)NCc1ccc(OC)c(OC)c1
Drug_1555	COC(=O)C(CC#Cc1ccc2c(c1)[C@]1(C(=O)N2)[C@H](c2ccccc2OCCO)N2[C@H](c3ccccc3)[C@H](c3ccccc3)OC(=O)[C@H]2[C@@H]1C(=O)N1CCN(c2ncccn2)CC1)C(=O)OC
Drug_1556	C=CCNC(=O)[C@@H]1[C@H]2C(=O)O[C@H](c3ccccc3)[C@H](c3ccccc3)N2[C@H](c2ccccc2OCCO)[C@@]12C(=O)N(C(=O)OCCOC)c1ccc(C#CCC(C(=O)OC)C(=O)OC)cc12
Drug_1557	COc1cc(S(C)(=O)=O)ccc1Nc1nc2ccc(-c3ccc(NC(=O)[C@H](C)c4ccc(F)cc4)cc3)cn2n1
Drug_1558	COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C[C@H](C(C)C)O4
Drug_1559	COc1cc(N2CCC(O)CC2)ccc1Nc1cc(Nc2ccccc2S(=O)(=O)C(C)C)c2cc[nH]c2n1
Drug_156	CON(C)C(=O)N1N=C(c2cc(F)ccc2F)SC1(CCCN)c1ccccc1
Drug_1560	COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(CC(O)CO)CC1
Drug_1561	COc1ccc(NC(=O)Nc2ccc3c(c2)C(=O)N([C@@H](C)CO)C[C@H](C)[C@H](CN(C)Cc2ccc4c(c2)OCO4)O3)cc1
Drug_1562	COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1
Drug_1563	COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1
Drug_1564	N[C@@H](CSSC[C@H](N)C(=O)N1CCn2cc(-c3ccccc3)nc2[C@@H]1CC1CCCCC1)C(=O)N1CCn2cc(-c3ccccc3)nc2[C@@H]1CC1CCCCC1
Drug_157	CN1c2cc3c(cc2N=C(c2ccc(C(=O)O)cc2)c2ccccc21)C(C)(C)CCC3(C)C
Drug_158	CCn1c(=O)c2cc(C(N)=O)c(N)nc2n(C2CC2)c1=O
Drug_159	CCN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1
Drug_16	O=C(Nc1[nH]nc2cc(-c3ccccc3)ccc12)C1CC1
Drug_160	CCSc1nc(N)c2cnn(CC)c2n1
Drug_161	Cc1c(NC(=O)c2cc(C(N)=O)nc3cc(F)ccc23)c(C(F)(F)F)nn1Cc1ccc(C#N)cc1
Drug_162	CCn1c(=O)c2ccccc2n2c(=O)c3cc4ccccc4cc3nc12
Drug_163	CCN1/C(=C/c2ccc3ccccc3[n+]2CC)C=Cc2ccccc21
Drug_164	O=c1ccn(C2OC(CO)C(O)C2F)c(=O)[nH]1
Drug_165	C=CC(=O)N1CC2(CC(n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2)C1
Drug_166	Cc1nc(-c2ccccc2)c(-c2ccccc2)s1
Drug_167	Cc1nnc2n1N=C(c1ccc(Cl)cc1Cl)CS2
Drug_168	CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1
Drug_169	CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1
Drug_17	O=c1ncccn1C1OC(CO)C(O)C1O
Drug_170	CCOc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C
Drug_171	CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1
Drug_172	Cc1cc(-c2ncc(CC(=O)Nc3ccc(-c4cnccn4)cn3)cc2C)ccn1
Drug_173	O=C(/C=C/c1ccccc1O)c1ccc(O)cc1O
Drug_174	Nc1ccn(C2CC(O)C(CO)S2)c(=O)n1
Drug_175	Oc1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1
Drug_176	O=C(/C=C/c1ccccc1)c1cnc2ccccc2c1O
Drug_177	FC(F)(F)c1nc2c(ccc3[nH]c4c(-c5ccccc5)nccc4c32)[nH]1
Drug_178	Cc1cc(C)c(NC(=O)/C=C/c2ccccc2)c(C)c1
Drug_179	Cc1cc(N)c2cc(NC(=O)/C=C/c3ccccc3Cl)ccc2n1
Drug_18	Cl[Pt+2]Cl.[NH2-].[NH2-]
Drug_180	Cc1ccc(C)c(-c2csc(Nc3ccc(C)c(C)c3)n2)c1
Drug_181	Cc1c(C(=O)O)n(-c2ccc(Cl)cc2)c2ncnc(N)c12
Drug_182	C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O
Drug_183	CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
Drug_184	CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C
Drug_185	Cn1nnc2c(C(N)=O)ncn2c1=O
Drug_186	O=C(Nc1ccccc1)N1CCC(Cc2cnc3ccccc3c2)CC1
Drug_187	O=C(C1CC1)N1CCC(Cc2n[nH]c(=O)n2-c2ccc(-c3ccc4occc4c3)cc2)C1
Drug_188	Nc1nc(S)c2[nH]cnc2n1
Drug_189	c1ccc(CN2CCC(CNc3ncnc4ccccc34)C2)cc1
Drug_19	c1ccc2c[n+](CCCC[n+]3ccc4ccccc4c3)ccc2c1
Drug_190	CNC(=NC#N)NCCSCc1nc[nH]c1C
Drug_191	O=C(O)c1ccc(CN2CCC(CN[C@@H]3C[C@H]3c3ccccc3)CC2)cc1
Drug_192	CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1
Drug_193	Cc1ccc(NC(=O)CC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1
Drug_194	CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
Drug_195	CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3[nH+]c2-1.[Cl-]
Drug_196	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
Drug_197	CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
Drug_198	CN1CC[C@H](N(C)C(=O)N2CC(c3cc(F)ccc3F)=C[C@@]2(CO)c2ccccc2)[C@H](F)C1
Drug_199	OCCN(CCO)c1ncnc2c1ncn2Cc1ccc(CCl)cc1
Drug_2	NC(=O)NO
Drug_20	OCc1ccc(-c2ccc(-c3ccc(CO)s3)o2)s1
Drug_200	O=C(CCBr)N1CCN(C(=O)CCBr)CC1
Drug_201	O=C(CCCCCCC(=O)Nc1ccccc1)NO
Drug_202	CCCCCC=CCC=CCC=CCC=CCCCC(=O)C(F)(F)F
Drug_203	CN(CCC(=O)O)S(=O)(=O)c1ccccc1
Drug_204	CCOC(=O)c1nc2ccc(Cl)cc2c2c1Cc1ccccc1-2
Drug_205	CCCCCCCCCC(=O)CC(=O)c1c(O)cc(O)cc1O
Drug_206	Cc1ccc(NC(=O)CCC(=O)C2CC(=O)CCC2=O)cc1C
Drug_207	CN(C)C(=O)n1nnnc1Cc1ccc(-c2ccccc2)cc1
Drug_208	CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O
Drug_209	C=C1N(CCCCCC(=O)O)c2ccccc2C1(C)C
Drug_21	Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
Drug_210	C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F
Drug_211	O=C(O)CC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1
Drug_212	O=[As](O)(O)c1ccc(Cc2ccc([As](=O)(O)O)cc2)cc1
Drug_213	NCC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1
Drug_214	c1ccc(Sc2ncnc3ccccc23)cc1
Drug_215	OCCn1cc(-c2ccc3c(c2)CCC3=NO)c(-c2ccncc2)n1
Drug_216	NCC(=O)CCC(=O)O
Drug_217	CC(C)(C#N)c1ccc(N2C(=O)OCc3cnc4ccc(-c5cnc6ccccc6c5)cc4c32)cc1
Drug_218	CCC(=O)OCN1C(=O)C=CC1=O
Drug_219	O=C(CN1CCN(c2ccccc2)CC1)N1CCN(c2nnc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)n2)CC1
Drug_22	O=C(O)c1ccc(NCc2nc3cc4ccccc4cc3[nH]2)cc1
Drug_220	c1ccc(-c2nnc(SCc3c[nH]c4ccccc34)n2-c2ccccc2)cc1
Drug_221	O=C(c1ccc(/C=C/c2[nH]nc3ccccc23)cc1)N1CCNCC1
Drug_222	Nc1ncnc2c1nc(O)n2-c1ccccc1
Drug_223	CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc([N+](=O)[O-])cc1
Drug_224	CC1=NN(c2ccccc2)C(=O)/C1=C/c1ccc(O)cc1
Drug_225	Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1
Drug_226	Cc1c(C(=O)Nc2ccc(Oc3ccnc4cc(OCC(C)(C)O)ccc34)c(F)c2)c(=O)n(-c2ccccc2)n1C
Drug_227	CCOc1cc(C=C2C(=O)N(c3ccccc3)N=C2C)cc(Cl)c1OCC(=O)OC
Drug_228	CCOC(=O)N1C/C(=C/c2ccc(Cl)cc2)C(=O)/C(=C/c2ccc(Cl)cc2)C1
Drug_229	Cc1cc(C)c2c(-c3ccccc3)cc(O)nc2c1
Drug_23	O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br
Drug_230	Cc1ccc2c(c1)C(=O)C1(O)CCN(c3ccccc3)C1=N2
Drug_231	CNC(=O)N1CN(c2ccccc2)C2(CCN(Cc3ccccc3)CC2)C1=O
Drug_232	C=C1C(=O)OC2C1CCC(C)=CCCC1(C)OC21
Drug_233	CCn1c2ccccc2c2c(-c3ccccc3)cc3c(c21)C(=O)N(c1ccccc1)C3=O
Drug_234	c1ccc(-c2nn(-c3ccccc3)[n+](-c3ccccc3)n2)cc1
Drug_235	O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O
Drug_236	O=C(O)/C=C/c1ccc(-c2ccc(O)c(C34C[C@H]5C[C@@H](C3)C[C@@H](C4)C5)c2)c(Cl)c1
Drug_237	CC(C)(C)c1cc(C(=O)C=Cc2ccc(C(=O)O)cc2)cc(C(C)(C)C)c1
Drug_238	Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1
Drug_239	C=C1C(=O)OC2CC1CCC1(C)OC1CC/C(C)=C/CCC2(C)O
Drug_24	S=P(N1CC1)(N1CC1)N1CC1
Drug_240	O=C(C=Cc1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO
Drug_241	Nc1ccc(Cn2ccc3c4c(N)nc(N)nc4ccc32)cc1
Drug_242	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
Drug_243	CC(=O)N(C)c1ccc(Nc2cc(C)nc3ccc4[nH]cnc4c23)cc1
Drug_244	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
Drug_245	O=C(Cc1ccccc1)Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1
Drug_246	O=c1[nH]cc(F)c(=O)[nH]1
Drug_247	O=c1nc(-c2ccc(C(F)(F)F)cc2)[nH]c2c1CSCC2
Drug_248	O=C(Nc1cc(CN2CCNCC2)cc(-c2nc3ccccc3[nH]2)c1)c1cnc2ccccc2n1
Drug_249	NC(=O)c1ccc2[nH]c(-c3ccc(Oc4ccc(Cl)cc4)cc3)nc2c1
Drug_25	Oc1ncnc2[nH]ncc12
Drug_250	Clc1cc(-c2ccccc2)nc(Nc2nc3ccccc3[nH]2)n1
Drug_251	c1ccc2[nH]c(CCn3c4ccccc4c4ccccc43)nc2c1
Drug_252	O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1ccc(Cl)c(C(=O)O)c1
Drug_253	CN(C)c1nc(N(C)C)nc(N(C)C)n1
Drug_254	CC(=CC(=O)Nc1ccccc1C(=O)O)c1ccc2ccccc2c1
Drug_255	CN(C)CC(=O)N[C@@H]1CC[C@@H](CCNC(=O)Nc2ccc(F)cc2)O[C@H]1CO
Drug_256	Cc1ccc(S(=O)(=O)OCC(=O)Nc2ccc(C(=O)O)c(O)c2)cc1
Drug_257	CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1
Drug_258	CC(=O)NS(=O)(=O)c1ccc(NC(=O)c2c3ccccc3nc3ccccc23)cc1
Drug_259	COC(=O)CC1(O)C(/C=C/c2ccccc2)C(C(=O)OC)C(=O)C(C(=O)OC)C1C(=O)OC
Drug_26	O=C(O)C(=O)CBr
Drug_260	CN(C)c1ccc(C2Nc3ccc4ccccc4c3C3=C2C(=O)CC(C)(C)C3)cc1Br
Drug_261	Cc1ccc(/C=C2\CNC/C(=C\c3ccc(C)cc3)C2=O)cc1
Drug_262	COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccccc2)N1
Drug_263	NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1N
Drug_264	CCCCCCCCc1ccc(-c2ccc(C(=O)O)cc2)cc1
Drug_265	CCc1cncnc1N1CCN(Cc2nc3ccc(C(F)(F)F)cc3[nH]2)CC1
Drug_266	COC(=O)c1ccc2c(c1)nc(NC(=O)c1ccccc1)n2CCCc1ccccc1
Drug_267	Cc1nnc2n1N=C(c1ccc(Br)cc1)CS2
Drug_268	Nc1ccc(/C=C/C(=O)NCc2cc3cc(-c4ccc(C(=O)N5CCC(F)(F)CC5)cc4)cc(-c4ccc(F)cc4)c3o2)cn1
Drug_269	OCc1ccc(-c2nn(Cc3ccccc3)c3ccccc23)o1
Drug_27	Nc1nc(Nc2ccccc2)c2[nH]cnc2n1
Drug_270	CC(O)=C(C#N)C(=O)Nc1cc(Br)ccc1Br
Drug_271	C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1
Drug_272	Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21
Drug_273	Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1
Drug_274	O=C1NC2C(=CC(O)C(O)C2O)c2cc3c(c(O)c21)OCO3
Drug_275	NC(=S)N/N=C/c1ncccc1N
Drug_276	O=C1c2cccnc2C(=O)C2C3C=CC(C3)C12
Drug_277	Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1
Drug_278	OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1
Drug_279	Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1
Drug_28	O=C1CSC(/C=C/c2ccccc2)N1c1nc2cc3sc(N4C(=O)CSC4/C=C/c4ccccc4)nc3cc2s1
Drug_280	O=Cc1ccc(O)c2ncccc12
Drug_281	N#CC(=C1Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1
Drug_282	Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cccnc3)cc2)cc1
Drug_283	Cc1cc(-c2ncc(-c3cccnc3)cc2/C=C/c2ccccc2)cnc1-c1cccnc1
Drug_284	Cc1cc(-c2ccc(CC(=O)Nc3ccc(-c4cccnc4)cc3)cc2)ccn1
Drug_285	Cc1[nH]c2ccc(F)cc2c1-c1nc2c3cccnc3c3ncccc3c2[nH]1
Drug_286	O=C1NC(=S)S/C1=C/c1cc(Br)ccc1OCc1ccccc1Br
Drug_287	O=C(Nc1ccc(Oc2ccc(F)cc2)cc1)[C@@H]1C[C@@H](Cc2ccc(F)cc2)CN1C(=O)Cn1ccnn1
Drug_288	O=C(CCCCCCCn1cc(-c2cccnc2)nn1)Nc1ccccc1-c1ccccc1
Drug_289	CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O
Drug_29	N#Cc1nc2c(nc1C#N)-c1ccc(Cl)cc1C2=O
Drug_290	COCC(=O)NCC=Cc1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1
Drug_291	CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F
Drug_292	Nc1ccc(/C=C/c2ccc3ncccc3c2)cc1
Drug_293	O=C(C=Cc1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1
Drug_294	CC(C)(C)c1ccc(S(=O)(=O)NCc2ccc(C(=O)Nc3cccnc3)cc2)cc1
Drug_295	Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
Drug_296	CC(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cc1
Drug_297	CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1
Drug_298	CC(=O)Nc1ccc2c(c1)nc1c3ccccc3ccn21
Drug_299	CN(C)CCC/N=c1\c2ccccc2n(C)c2[nH]c(=O)n(C)c(=O)c12
Drug_3	Sc1ncnc2[nH]cnc12
Drug_30	Clc1ccc(OCc2nnc3n2N=C(c2ccc(Cl)cc2Cl)CS3)c(Cl)c1
Drug_300	N#Cc1ccc(COCC2OC(n3c(NCc4ccc(Cl)c(Cl)c4)nc4c(N)ncnc43)C(O)C2O)cc1
