DrugID	SMILES	canSMILES	NAME	PUBCHEM_ID	CAS_ID	improve_chem_id
NSC.767897	CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3cc([nH]n3)c4cccc(NS(=O)(=O)c5ccccc5)c4	CN1CCN(c2ccc(C(=O)Nc3cc(-c4cccc(NS(=O)(=O)c5ccccc5)c4)[nH]n3)cc2)CC1	BPR1J-097		1327167-19-0	Drug_761
NSC.767898	CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3[C@H](O)C[C@@H](C)c23)c4ccc(Cl)cc4	CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1	ipatasertib		1001264-89-6	Drug_1179
NSC.767951	CCc1cc(Nc2nccc(n2)c3c(nc4ccccn34)c5ccc(OC)c(c5)C(=O)Nc6c(F)cccc6F)c(OC)cc1N7CCC(CC7)N8CCN(CC8)S(=O)(=O)C	CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1	GSK-1904529A		1089283-49-7	Drug_1484
NSC.767952	ONC(=O)CCCCCCNC(=O)c1cnc(nc1)N(c2ccccc2)c3ccccc3	O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO	rocilinostat		1316214-52-4	Drug_589
NSC.767953	COc1cc2Nc3[nH]nc(C)c3N=C(c4ccccc4Cl)c2cc1F	COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(C)n[nH]c1N2	R-1530		882531-87-5	Drug_1316
NSC.767954	Cn1cc(cn1)C2=NN(Cc3cccc(c3)c4ncc(OCCN5CCOCC5)cn4)C(=O)C=C2	Cn1cc(-c2ccc(=O)n(Cc3cccc(-c4ncc(OCCN5CCOCC5)cn4)c3)n2)cn1	EMD-1204831		1100598-15-9	Drug_1120
NSC.768011	Fc1ccc(C[C@@H]2C[C@H](N(C2)C(=O)Cn3ccnn3)C(=O)Nc4ccc(Oc5ccc(F)cc5)cc4)cc1	O=C(Nc1ccc(Oc2ccc(F)cc2)cc1)[C@@H]1C[C@@H](Cc2ccc(F)cc2)CN1C(=O)Cn1ccnn1	XL-541		1221878-06-3	Drug_287
NSC.768068	OC1(CN(C1)C(=O)c2ccc(F)c(F)c2Nc3ccc(I)cc3F)[C@@H]4CCCCN4	O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1	cobimetinib		934660-93-2	Drug_770
NSC.768069	OC1(CN(C1)C(=O)c2ccc(F)c(F)c2Nc3ccc(I)cc3F)[C@H]4CCCCN4	O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@H]2CCCCN2)C1	cobimetinib enantiomer			Drug_770
NSC.768070	CCc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4F)C3)c12	CCc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4F)C3)c12	PF-4176340		1004990-28-6	Drug_142
NSC.768071	CCc1c[nH]c2ncnc(N3CC[C@@](N)(CNC(=O)c4ccc(F)cc4F)C3)c12	CCc1c[nH]c2ncnc(N3CC[C@@](N)(CNC(=O)c4ccc(F)cc4F)C3)c12	PF-4176340 (inactive enantiomer)			Drug_142
NSC.768072	COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3	COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C	TAK-960		1137868-52-0	Drug_1454
NSC.768073	CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)c4cc(F)c5nc(C)n(C(C)C)c5c4)nc2)CC1	CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1	abemaciclib		1231929-97-7	Drug_985
NSC.768112	CNCCN1C(=O)c2cc(OC)c(OC)cc2c3cnc4cc5OCOc5cc4c13	CNCCn1c(=O)c2cc(OC)c(OC)cc2c2cnc3cc4c(cc3c21)OCO4	GENZ-644282		529488-28-6	Drug_1317
NSC.768508	Cc1c(Cn2c(C)nc3c(cc(cc23)N4CCOCC4)C(=O)O)cccc1C(F)(F)F	Cc1c(Cn2c(C)nc3c(C(=O)O)cc(N4CCOCC4)cc32)cccc1C(F)(F)F	GSK-2636771		1372540-25-4	Drug_507
NSC.768509	CC1(C)CC(=O)c2c(C1)n(nc2C(F)(F)F)c3ccc(C(=O)N)c(N[C@@H]4CC[C@H](CC4)OC(=O)CN)c3	CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](OC(=O)CN)CC4)c3)c2C1	PF-04929113		908115-27-5	Drug_574
NSC.768536	CCOc1ccccc1N=Nc2c(C)nn(c2O)c3nc(cs3)c4ccccc4	CCOc1ccccc1N=Nc1c(C)nn(-c2nc(-c3ccccc3)cs2)c1O	BAM7		331244-89-4	Drug_303
NSC.768539	Cc1ccccc1C(N(C(=O)CNc2ncccc2F)c3cccc(F)c3)C(=O)NC4CCCCC4	Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)CNc1ncccc1F)c1cccc(F)c1	Agios Cmp 301		1355324-87-6	Drug_1278
NSC.768593	COc1cccc2[nH]c3c4CCCc4c5C(=O)N(CN6CCN(C)CC6)C(=O)c5c3c12	COc1cccc2[nH]c3c4c(c5c(c3c12)C(=O)N(CN1CCN(C)CC1)C5=O)CCC4	CEP-9722		916574-83-9	Drug_1464
NSC.771531	CCOc1cc(ccc1C2=N[C@@](C)(c3ccc(Cl)cc3)[C@](C)(N2C(=O)N4CCN(CCS(=O)(=O)C)CC4)c5ccc(Cl)cc5)C(C)(C)C	CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCS(C)(=O)=O)CC1	RG-7112			Drug_388
NSC.771532	CCNC(=O)Nc1ccc(cc1)c2nc3CN(CCc3c(n2)N4CCOC[C@@H]4C)C5COC5	CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1	RG-7603		1207360-89-1	Drug_493
NSC.771644	NCCCN([C@H](CC#C)C1=Nc2cc(Cl)ccc2C(=O)N1Nc3ccccc3)C(=O)c4cccc(Cl)c4F	C#CC[C@H](c1nc2cc(Cl)ccc2c(=O)n1Nc1ccccc1)N(CCCN)C(=O)c1cccc(Cl)c1F	ARQ-621			Drug_1238
NSC.771649	CNC(=O)c1ccc(cc1F)N2C(=S)N(C(=O)C23CCC3)c4cnc(C#N)c(c4)C(F)(F)F	CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F	ARN-509		956104-40-8	Drug_710
NSC.771650	NC[C@@](O)(c1ccc(Cl)cc1)c2ccc(cc2)c3cn[nH]c3	NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1	AT-13148			Drug_36
NSC.771651	Nc1nc(Nc2ccc(cc2)[C@@H]3CC[C@H](CC3)N4CCOCC4)nn1c5ccccn5	Nc1nc(Nc2ccc([C@H]3CC[C@H](N4CCOCC4)CC3)cc2)nn1-c1ccccn1	VX-322			Drug_510
NSC.771652	Fc1ccc(cc1)c2ccc3nnc(Sc4ccc5nc(NC(=O)NCCN6CCOCC6)sc5c4)n3n2	O=C(NCCN1CCOCC1)Nc1nc2ccc(Sc3nnc4ccc(-c5ccc(F)cc5)nn34)cc2s1	SAR-125844		1116743-46-4	Drug_1091
NSC.771750	C[C@@H](Oc1ccc2[nH]nc(\C=C\c3cnn(CCO)c3)c2c1)c4c(Cl)cncc4Cl	C[C@@H](Oc1ccc2[nH]nc(/C=C/c3cnn(CCO)c3)c2c1)c1c(Cl)cncc1Cl	LY-2874455		1254473-64-7	Drug_947
NSC.771751	COc1ccc(cn1)c2nc(N3CCOCC3)c4sc(CN(C)c5ncc(cn5)C(=O)NO)cc4n2	COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1	CUDC-907		1339928-25-4	Drug_1467
NSC.771858	CCC1=Cc2c(C(=O)N1CC(=O)c3ccccc3)c(OCC(F)(F)F)c(C(=O)NC4CCN(CC4)C(=O)CO)n2C	CCc1cc2c(c(OCC(F)(F)F)c(C(=O)NC3CCN(C(=O)CO)CC3)n2C)c(=O)n1CC(=O)c1ccccc1	TAK-441		1186231-83-3	Drug_135
NSC.77213	CNNCc1ccc(cc1)C(=O)NC(C)C	CNNCc1ccc(C(=O)NC(C)C)cc1	Procarbazine hydrochloride		366-70-1	Drug_1174
NSC.772196	C[C@]12O[C@H](C[C@]1(O)CO)n3c4ccccc4c5c6C(=O)NCc6c7c8ccccc8n2c7c35	C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O	lestaurtinib		111358-88-4	Drug_772
NSC.772197	CC1=CC=C(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3c5cn[nH]c5)c(F)c2)C(=O)N1c6ccc(F)cc6	Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1	merestinib		1206799-15-6	Drug_110
NSC.772198	Fc1cc2CN(CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c(c1)c23)C(=O)N7CCCCC7	O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2	LY-2090314		603288-22-8	Drug_910
NSC.772254	CON(C)C(=O)N1N=C(SC1(CCCN)c2ccccc2)c3cc(F)ccc3F	CON(C)C(=O)N1N=C(c2cc(F)ccc2F)SC1(CCCN)c1ccccc1	ARRY-520 (isomer A)			Drug_156
NSC.772255	CON(C)C(=O)N1N=C(SC1(CCCN)c2ccccc2)c3cc(F)ccc3F	CON(C)C(=O)N1N=C(c2cc(F)ccc2F)SC1(CCCN)c1ccccc1	ARRY-520 (isomer B)			Drug_156
NSC.772256	CC(=O)C1=C(C)c2cnc(Nc3ccc(cn3)N4CCNCC4)nc2N(C5CCCC5)C1=O	CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O	PD-0332991			Drug_768
NSC.772290	Cc1cc(sc1CCC2CNc3nc(N)nc(O)c3C2)C(=O)NC(CCC(=O)O)C(=O)O	Cc1cc(C(=O)NC(CCC(=O)O)C(=O)O)sc1CCC1CNc2nc(N)nc(O)c2C1	Pelitrexol isomer A			Drug_1004
NSC.772291	Cc1cc(sc1CCC2CNc3nc(N)nc(O)c3C2)C(=O)NC(CCC(=O)O)C(=O)O	Cc1cc(C(=O)NC(CCC(=O)O)C(=O)O)sc1CCC1CNc2nc(N)nc(O)c2C1	Pelitrexol isomer B			Drug_1004
NSC.772330	Fc1ccc(Nc2c(cnc3ccc(NCc4c[nH]cn4)cc23)C#N)cc1Cl	N#Cc1cnc2ccc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1				Drug_41
NSC.772351	CC[C@@H](C)Nc1cc(C(=O)NC2CC3CCC(C2)N3c4ccc(cn4)C(=O)C5CC5)c(C)cc1C(=O)N	CC[C@@H](C)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)c(C)cc1C(N)=O	XL-888		1149705-71-4	Drug_1170
NSC.772469	C[C@H](Nc1ncnc2[nH]cnc12)C3=Cc4cccc(Cl)c4C(=O)N3c5ccccc5	C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1	INK-1197		1201438-56-3	Drug_1063
NSC.772498	COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC	COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC	R-406		841290-80-0	Drug_1397
NSC.772499	Clc1ccc(Nc2nnc(Cc3ccncc3)c4ccccc24)cc1	Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1	vatalanib		212142-18-2	Drug_295
NSC.772548	Cc1cc(Nc2nc(nc3ccccc23)C(=O)Nc4ccccc4)[nH]n1	Cc1cc(Nc2nc(C(=O)Nc3ccccc3)nc3ccccc23)[nH]n1				Drug_132
NSC.772563	CN1C(=O)C(=CC(=C1Nc2ccc(I)cc2F)C(=O)NOCCO)C	Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O	AZD-8330		869357-68-6	Drug_444
NSC.772564	Cc1ccccc1C(N(C(=O)CNc2ccc(cc2)C#N)c3cccc(F)c3)C(=O)NC4CCCCC4	Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)CNc1ccc(C#N)cc1)c1cccc(F)c1	IDH-C227		1355324-14-9	Drug_1276
NSC.772595	COc1cc(cc(c1)C(F)(F)F)c2ncn(\C=C/C(=O)OC(C)C)n2	COc1cc(-c2ncn(/C=C\C(=O)OC(C)C)n2)cc(C(F)(F)F)c1	KPT-185		1333151-73-7	Drug_1531
NSC.772868	CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2c3nc(cs3)C(=O)c4ccc(F)cc4	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1	LCL-161		1005342-46-0	Drug_1275
NSC.772885	Cc1cc(Cl)cc(OCCn2cc(F)cn2)c1c3nc(N)nc4CN(Cc34)C(=O)NCC(C)(F)F	Cc1cc(Cl)cc(OCCn2cc(F)cn2)c1-c1nc(N)nc2c1CN(C(=O)NCC(C)(F)F)C2	PF-4942847		1207961-33-8	Drug_450
NSC.772886	O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4	N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1	apatinib mesylate		1218779-75-9	Drug_760
NSC.772887	O=C(Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2)C5CCCN5	O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1	XL-019		945750-13-0	Drug_771
NSC.772920	C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5oc(COC\C=C\COCc2c3)cc5	C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(o2)COC/1	SB-1578		937273-04-6	Drug_777
NSC.772959	C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5ccc(cc5)c6ccccc6	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2NS(=O)(=O)c1ccc(-c2ccccc2)cc1				Drug_847
NSC.772991	COc1ccccc1N2CCN(CC2)C(=O)c3ccc(NS(=O)(=O)c4cccc5cccnc45)cc3	COc1ccccc1N1CCN(C(=O)c2ccc(NS(=O)(=O)c3cccc4cccnc34)cc2)CC1	PKM2 Activator 9		1260074-86-9	Drug_1367
NSC.772992	COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)N(COP(=O)(O)O)c4n3)n2)cc(OC)c1OC	COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC	fostamatinib		914295-16-2	Drug_1398
NSC.773094	COc1ccc(F)c(F)c1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N	COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N	R-547		741713-40-6	Drug_1410
NSC.773095	COc1ccc(cn1)c2ccc3ncc4N(C)C(=O)N(c5ccc(N6CCNCC6)c(c5)C(F)(F)F)c4c3c2	COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1	BGT-226		1245537-68-1	Drug_1395
NSC.773096	Cc1ccccc1C(N(C(=O)Cn2ccnc2C)c3cccc(F)c3)C(=O)NC4CCCCC4	Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1ccnc1C)c1cccc(F)c1	IDH-C35		1355326-35-0	Drug_1263
NSC.773174	Cc1nc2ccc(NC(=O)CCNC(=O)CCCc3ccc(CC(C(=O)O)C(=O)O)cc3)cc2s1	Cc1nc2ccc(NC(=O)CCNC(=O)CCCc3ccc(CC(C(=O)O)C(=O)O)cc3)cc2s1	LDHA Cmp 33		1370290-34-8	Drug_1023
NSC.773230	COC1CCN(CC1)C(=O)c2cc(Cc3nnc(O)c4ccccc34)ccc2F	COC1CCN(C(=O)c2cc(Cc3nnc(O)c4ccccc34)ccc2F)CC1	AZD-2461		1174043-16-3	Drug_129
NSC.773260	FC(F)(F)c1cc(cc(c1)C(F)(F)F)c2ncn(\C=C/c3ocnn3)n2	FC(F)(F)c1cc(-c2ncn(/C=C\c3nnco3)n2)cc(C(F)(F)F)c1	KPT-251		1388841-50-6	Drug_576
NSC.773261	CC(C)C(N(CCCN)C(=O)c1ccc(C)cc1)C2=C(Cc3ccccc3)C(=O)c4ccc(Cl)cc4O2	Cc1ccc(C(=O)N(CCCN)C(c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1	SB-743921		940929-33-9	Drug_1079
NSC.773262	OC(=O)[C@@]1(Cc2cccc(Nc3nccs3)n2)CC[C@@H](CC1)Oc4cccc(Cl)c4F	O=C(O)[C@]1(Cc2cccc(Nc3nccs3)n2)CC[C@@H](Oc2cccc(Cl)c2F)CC1	MK-5108		1010085-13-8	Drug_466
NSC.773264	ONC(=O)c1cnc(nc1)N2CCN(CC2)S(=O)(=O)c3ccc4ccccc4c3	O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc1	JNJ-16241199		604769-01-9	Drug_306
NSC.773265	COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc23)c1C	COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C	CNF-2024		848695-25-0	Drug_1297
NSC.773387	Nc1ncnc2c1c(nn2C3CC4(C3)CN(C4)C(=O)C=C)c5ccc(Oc6ccccc6)cc5	C=CC(=O)N1CC2(CC(n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2)C1				Drug_165
NSC.773394	Clc1cccc(Cl)c1C(=O)Nc2c[nH]nc2C(=O)NC3CCNCC3	O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl	AT-7519		844442-38-2	Drug_333
NSC.774651	CC(C)[C@@H]1N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O	CC(C)[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C	cilengitide		188968-51-6	Drug_1167
NSC.774702	COc1ccc(cc1)c2c[nH]nc2c3cc(OC)c4OCCOc4c3	COc1ccc(-c2c[nH]nc2-c2cc(OC)c3c(c2)OCCO3)cc1				Drug_1298
NSC.774769	CN1CCN(CC1)c2ccc(C(=O)Nc3[nH]nc4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC6CCOCC6)c2	CN1CCN(c2ccc(C(=O)Nc3[nH]nc4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1	entrectinib		1108743-60-7	Drug_911
NSC.774829	CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c3cc(OC)ccc3n4c(C)nnc14	CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21	GSK-525762		1260907-17-2	Drug_1324
NSC.774830	CNC(=O)c1nn(C)c2c3nc(Nc4cccc(c4)N5CCN(C)CC5)ncc3CC(C)(C)c12	CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(N4CCN(C)CC4)c3)nc1-2	milciclib		802539-81-7	Drug_434
NSC.774831	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(nn3c4ccc5ncccc5c4)C(C)(C)C)c(F)c2)ccn1	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1	rebastinib		1020172-07-9	Drug_463
NSC.774901	CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)c3cnc(N)c(n3)C(=O)Nc4cccnc4	CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1	AZD-2858		486424-20-8	Drug_408
NSC.774911	C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(cc2)S(=N)(=O)C3CC3)ncc1C(F)(F)F	C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=N)(=O)C3CC3)cc2)ncc1C(F)(F)F	roniciclib		1223498-26-7	Drug_975
NSC.775018	CCOC(=O)C(Cc1ccc(CCCC(=O)NCCC(=O)Nc2ccc3nc(C)sc3c2)cc1)C(=O)OCC	CCOC(=O)C(Cc1ccc(CCCC(=O)NCCC(=O)Nc2ccc3nc(C)sc3c2)cc1)C(=O)OCC	LDHA Cmp 35		1370290-53-1	Drug_1024
NSC.775306	COc1ccc(COc2cc3OC(=O)c4cc(ccc4c3cc2OC)C(C)O)cc1	COc1ccc(COc2cc3oc(=O)c4cc(C(C)O)ccc4c3cc2OC)cc1	SG-00529		914913-88-5	Drug_1505
NSC.775351	Nc1cccc2C(=O)N(C3CCC(=O)NC3=O)C(=O)c12	Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O	pomalidomide		19171-19-8	Drug_535
NSC.77541	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1	Amuno		28751-45-3	Drug_1301
NSC.775636	O=C(CN1CC[C@H](C1)C(=O)Nc2ccc3[nH]nc(c4ccncc4)c3c2)N5CCN(CC5)c6ccc(cc6)c7ncccn7	O=C(Nc1ccc2[nH]nc(-c3ccncc3)c2c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1	SCH-772984		942183-80-4	Drug_50
NSC.775637	NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]3CCCc4cccnc34	NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21	AMD-070		558447-26-0	Drug_899
NSC.775665	NC(=O)N(c1ccc(C(=O)N)c(n1)c2ccc(F)cc2F)c3c(F)cccc3F	NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F	VX-702		745833-23-2	Drug_604
NSC.775727	Nc1ccc(cn1)c2ccc3ncc4C=CC(=O)N(c5cccc(c5)C(F)(F)F)c4c3c2	Nc1ccc(-c2ccc3ncc4ccc(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cn1	torin2		1223001-51-1	Drug_1062
NSC.775771	Oc1nc(nc2c1oc3ccc(Cl)cc23)C4CCCN4	Oc1nc(C2CCCN2)nc2c1oc1ccc(Cl)cc12	XL-413		1169558-38-6	Drug_738
NSC.775772	CN1CC[C@H](C[C@@H]1c2nc3ccccc3[nH]2)NC(=O)Nc4ccc(cc4)C#N	CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1	PF-04449913		1095173-27-5	Drug_257
NSC.776017	CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c4ccoc24)ccn1	CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1	telatinib		332012-40-5	Drug_661
NSC.776043	COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C(F)(F)F)c3)c2cc1OC	COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC	CEP-32496		1188910-76-0	Drug_1435
NSC.776066	N[C@@H]1CCCN(C1)c2c(\C=C\3/SC(=O)NC3=O)cccc2c4ccccc4	N[C@@H]1CCCN(c2c(/C=C3\SC(=O)NC3=O)cccc2-c2ccccc2)C1	AZD-1208		1204144-28-4	Drug_754
NSC.776422	CC(C)Oc1cc(C2CCNCC2)c(C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3	Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1	ceritinib		1032900-25-6	Drug_1225
NSC.776762	COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCC4C[C@H]5CN(C)C[C@H]5C4	COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCC1C[C@@H]2CN(C)C[C@@H]2C1	tesevatinib		781613-23-8	Drug_1329
NSC.776786	N[C@H]1CCCC[C@H]1Nc2ncc(C(=O)N)c(Nc3cccc(c3)n4nccn4)n2	NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1	P505-15		1370261-97-4	Drug_1459
NSC.776787	COc1cc(ccc1Nc2ncc(Cl)c(n2)c3c[nH]c4ccccc34)N5CCC(N)CC5	COc1cc(N2CCC(N)CC2)ccc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1	AZD-3463		1356962-20-3	Drug_1332
NSC.776790	COc1ccc(cn1)[C@H](CC(=O)O)N2CCN(CCCc3ccc4CCCNc4n3)C2=O	COc1ccc([C@H](CC(=O)O)N2CCN(CCCc3ccc4c(n3)NCCC4)C2=O)cn1	MK-0429			Drug_1546
NSC.776821	COc1cc2nc(nc(N[C@@H]3CNC[C@H]3C(C)(C)O)c2cc1OC)c4cc(F)ccc4O	COc1cc2nc(-c3cc(F)ccc3O)nc(N[C@@H]3CNC[C@H]3C(C)(C)O)c2cc1OC	CCT-241533			Drug_1309
NSC.776996	Oc1cccc(c1)c2nc(N3CCOCC3)c4oc5ncccc5c4n2	Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1	PI-103		371935-79-4	Drug_508
NSC.777109	CCN(C1CCOCC1)c2cc(cc(C(=O)NCc3c(C)cc(C)nc3O)c2C)c4ccc(CN5CCOCC5)cc4	CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)nc2O)c1C)C1CCOCC1	tazemetostat		1403254-99-8	Drug_487
NSC.777194	O=C(NCCCCC1CCN(CC1)C(=O)c2ccccc2)\C=C\c3cccnc3	O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1	daporinad		658084-64-1	Drug_293
